Column,Row,Metric,Seasonal Metric,Annual Metric,Values
2177,624,D24HourMean,QuarterlyMean,Mean,23.652809454
2177,625,D24HourMean,QuarterlyMean,Mean,24.757840045
2177,626,D24HourMean,QuarterlyMean,Mean,26.205427658
2177,627,D24HourMean,QuarterlyMean,Mean,28.16213248
2177,628,D24HourMean,QuarterlyMean,Mean,27.596000669
2177,629,D24HourMean,QuarterlyMean,Mean,29.141264693
2177,630,D24HourMean,QuarterlyMean,Mean,29.569508882
2177,631,D24HourMean,QuarterlyMean,Mean,30.910535287
2177,632,D24HourMean,QuarterlyMean,Mean,31.110039554
2177,633,D24HourMean,QuarterlyMean,Mean,28.688625995
2177,634,D24HourMean,QuarterlyMean,Mean,29.261923009
2177,635,D24HourMean,QuarterlyMean,Mean,30.009642777
2177,636,D24HourMean,QuarterlyMean,Mean,31.665456339
2177,637,D24HourMean,QuarterlyMean,Mean,32.676820822
2177,638,D24HourMean,QuarterlyMean,Mean,34.569396959
2177,639,D24HourMean,QuarterlyMean,Mean,34.194614187
2177,640,D24HourMean,QuarterlyMean,Mean,33.629064309
2177,641,D24HourMean,QuarterlyMean,Mean,34.309777126
2177,642,D24HourMean,QuarterlyMean,Mean,33.866567589
2177,643,D24HourMean,QuarterlyMean,Mean,33.63183355
2177,644,D24HourMean,QuarterlyMean,Mean,33.715602672
2177,645,D24HourMean,QuarterlyMean,Mean,34.152844274
2177,646,D24HourMean,QuarterlyMean,Mean,32.380440213
2177,647,D24HourMean,QuarterlyMean,Mean,31.201143549
2177,648,D24HourMean,QuarterlyMean,Mean,33.220268133
2177,649,D24HourMean,QuarterlyMean,Mean,33.628318051
2177,650,D24HourMean,QuarterlyMean,Mean,35.97425315
2177,651,D24HourMean,QuarterlyMean,Mean,32.593286055
2177,652,D24HourMean,QuarterlyMean,Mean,33.658088669
2177,653,D24HourMean,QuarterlyMean,Mean,34.357366087
2177,654,D24HourMean,QuarterlyMean,Mean,33.880984952
2177,655,D24HourMean,QuarterlyMean,Mean,34.834927439
2177,656,D24HourMean,QuarterlyMean,Mean,35.630939177
2177,657,D24HourMean,QuarterlyMean,Mean,34.701823592
2177,658,D24HourMean,QuarterlyMean,Mean,33.844085865
2177,659,D24HourMean,QuarterlyMean,Mean,34.90106267
2177,660,D24HourMean,QuarterlyMean,Mean,34.887165505
2177,661,D24HourMean,QuarterlyMean,Mean,36.52454026
2177,662,D24HourMean,QuarterlyMean,Mean,35.776125572
2177,663,D24HourMean,QuarterlyMean,Mean,35.182003756
2177,664,D24HourMean,QuarterlyMean,Mean,33.836973383
2177,665,D24HourMean,QuarterlyMean,Mean,34.133675486
2177,666,D24HourMean,QuarterlyMean,Mean,34.527909657
2177,667,D24HourMean,QuarterlyMean,Mean,33.411792217
2177,668,D24HourMean,QuarterlyMean,Mean,33.353263976
2177,669,D24HourMean,QuarterlyMean,Mean,34.959999332
2177,670,D24HourMean,QuarterlyMean,Mean,36.455414939
2177,671,D24HourMean,QuarterlyMean,Mean,36.131119627
2177,672,D24HourMean,QuarterlyMean,Mean,35.900398071
2177,673,D24HourMean,QuarterlyMean,Mean,36.769361835
2177,674,D24HourMean,QuarterlyMean,Mean,37.291412596
2177,675,D24HourMean,QuarterlyMean,Mean,35.423577904
2177,676,D24HourMean,QuarterlyMean,Mean,34.86384743
2177,677,D24HourMean,QuarterlyMean,Mean,35.950205119
2177,678,D24HourMean,QuarterlyMean,Mean,36.391744196
2177,679,D24HourMean,QuarterlyMean,Mean,35.669157789
2177,680,D24HourMean,QuarterlyMean,Mean,37.630513106
2177,681,D24HourMean,QuarterlyMean,Mean,37.829417487
2177,682,D24HourMean,QuarterlyMean,Mean,37.209778684
2177,683,D24HourMean,QuarterlyMean,Mean,35.363310974
2177,684,D24HourMean,QuarterlyMean,Mean,35.418494866
2177,685,D24HourMean,QuarterlyMean,Mean,35.151868532
2177,686,D24HourMean,QuarterlyMean,Mean,33.009556043
2177,687,D24HourMean,QuarterlyMean,Mean,32.739763559
2177,688,D24HourMean,QuarterlyMean,Mean,32.062743409
2177,689,D24HourMean,QuarterlyMean,Mean,32.716168616
2177,690,D24HourMean,QuarterlyMean,Mean,34.212836828
2177,691,D24HourMean,QuarterlyMean,Mean,34.123281677
2177,692,D24HourMean,QuarterlyMean,Mean,34.263254897
2177,693,D24HourMean,QuarterlyMean,Mean,35.981973524
2177,694,D24HourMean,QuarterlyMean,Mean,35.603254259
2177,695,D24HourMean,QuarterlyMean,Mean,34.455002206
2177,696,D24HourMean,QuarterlyMean,Mean,34.479527345
2177,697,D24HourMean,QuarterlyMean,Mean,33.401052883
2177,698,D24HourMean,QuarterlyMean,Mean,33.647947686
2177,699,D24HourMean,QuarterlyMean,Mean,35.093171653
2177,700,D24HourMean,QuarterlyMean,Mean,34.287975384
2177,701,D24HourMean,QuarterlyMean,Mean,33.76991237
2177,702,D24HourMean,QuarterlyMean,Mean,34.332215412
2178,599,D24HourMean,QuarterlyMean,Mean,13.37506284
2178,600,D24HourMean,QuarterlyMean,Mean,14.257380954
2178,601,D24HourMean,QuarterlyMean,Mean,14.603998951
2178,602,D24HourMean,QuarterlyMean,Mean,14.793272977
2178,603,D24HourMean,QuarterlyMean,Mean,14.889316212
2178,604,D24HourMean,QuarterlyMean,Mean,15.074598992
2178,605,D24HourMean,QuarterlyMean,Mean,14.678895665
2178,606,D24HourMean,QuarterlyMean,Mean,14.938763801
2178,607,D24HourMean,QuarterlyMean,Mean,15.292608674
2178,608,D24HourMean,QuarterlyMean,Mean,15.50270693
2178,609,D24HourMean,QuarterlyMean,Mean,16.186521307
2178,610,D24HourMean,QuarterlyMean,Mean,16.077341867
2178,611,D24HourMean,QuarterlyMean,Mean,15.909958819
2178,612,D24HourMean,QuarterlyMean,Mean,16.725719534
2178,613,D24HourMean,QuarterlyMean,Mean,17.579674221
2178,614,D24HourMean,QuarterlyMean,Mean,18.070258546
2178,615,D24HourMean,QuarterlyMean,Mean,18.612332131
2178,616,D24HourMean,QuarterlyMean,Mean,19.92623404
2178,617,D24HourMean,QuarterlyMean,Mean,20.274534279
2178,618,D24HourMean,QuarterlyMean,Mean,20.434286208
2178,619,D24HourMean,QuarterlyMean,Mean,21.696260135
2178,620,D24HourMean,QuarterlyMean,Mean,22.328437929
2178,621,D24HourMean,QuarterlyMean,Mean,21.068401174
2178,622,D24HourMean,QuarterlyMean,Mean,25.023155871
2178,623,D24HourMean,QuarterlyMean,Mean,24.70472112
2178,624,D24HourMean,QuarterlyMean,Mean,25.355440931
2178,625,D24HourMean,QuarterlyMean,Mean,25.615957199
2178,626,D24HourMean,QuarterlyMean,Mean,25.537983134
2178,627,D24HourMean,QuarterlyMean,Mean,27.286277649
2178,628,D24HourMean,QuarterlyMean,Mean,28.516517033
2178,629,D24HourMean,QuarterlyMean,Mean,28.33485533
2178,630,D24HourMean,QuarterlyMean,Mean,29.907873374
2178,631,D24HourMean,QuarterlyMean,Mean,29.813536032
2178,632,D24HourMean,QuarterlyMean,Mean,29.771888231
2178,633,D24HourMean,QuarterlyMean,Mean,29.40499716
2178,634,D24HourMean,QuarterlyMean,Mean,29.182987845
2178,635,D24HourMean,QuarterlyMean,Mean,29.548858569
2178,636,D24HourMean,QuarterlyMean,Mean,29.855628208
2178,637,D24HourMean,QuarterlyMean,Mean,31.172000634
2178,638,D24HourMean,QuarterlyMean,Mean,32.519785481
2178,639,D24HourMean,QuarterlyMean,Mean,32.907722332
2178,640,D24HourMean,QuarterlyMean,Mean,33.32839911
2178,641,D24HourMean,QuarterlyMean,Mean,33.768879174
2178,642,D24HourMean,QuarterlyMean,Mean,35.643777043
2178,643,D24HourMean,QuarterlyMean,Mean,33.691128361
2178,644,D24HourMean,QuarterlyMean,Mean,33.653639697
2178,645,D24HourMean,QuarterlyMean,Mean,33.326232566
2178,646,D24HourMean,QuarterlyMean,Mean,32.849850936
2178,647,D24HourMean,QuarterlyMean,Mean,30.690718433
2178,648,D24HourMean,QuarterlyMean,Mean,34.423309772
2178,649,D24HourMean,QuarterlyMean,Mean,35.445825076
2178,650,D24HourMean,QuarterlyMean,Mean,34.122031171
2178,651,D24HourMean,QuarterlyMean,Mean,33.537468065
2178,652,D24HourMean,QuarterlyMean,Mean,34.090302991
2178,653,D24HourMean,QuarterlyMean,Mean,34.503453071
2178,654,D24HourMean,QuarterlyMean,Mean,34.958763527
2178,655,D24HourMean,QuarterlyMean,Mean,33.84975887
2178,656,D24HourMean,QuarterlyMean,Mean,34.237915503
2178,657,D24HourMean,QuarterlyMean,Mean,34.793605047
2178,658,D24HourMean,QuarterlyMean,Mean,35.248632704
2178,659,D24HourMean,QuarterlyMean,Mean,35.277293227
2178,660,D24HourMean,QuarterlyMean,Mean,35.097097084
2178,661,D24HourMean,QuarterlyMean,Mean,34.909068846
2178,662,D24HourMean,QuarterlyMean,Mean,35.446481077
2178,663,D24HourMean,QuarterlyMean,Mean,37.192086957
2178,664,D24HourMean,QuarterlyMean,Mean,34.073961759
2178,665,D24HourMean,QuarterlyMean,Mean,33.349475541
2178,666,D24HourMean,QuarterlyMean,Mean,33.083516802
2178,667,D24HourMean,QuarterlyMean,Mean,32.965677216
2178,668,D24HourMean,QuarterlyMean,Mean,33.899034225
2178,669,D24HourMean,QuarterlyMean,Mean,34.444511591
2178,670,D24HourMean,QuarterlyMean,Mean,35.694237964
2178,671,D24HourMean,QuarterlyMean,Mean,36.68171817
2178,672,D24HourMean,QuarterlyMean,Mean,37.621438716
2178,673,D24HourMean,QuarterlyMean,Mean,38.624242821
2178,674,D24HourMean,QuarterlyMean,Mean,36.593627678
2178,675,D24HourMean,QuarterlyMean,Mean,34.901941911
2178,676,D24HourMean,QuarterlyMean,Mean,34.980734727
2178,677,D24HourMean,QuarterlyMean,Mean,36.392671366
2178,678,D24HourMean,QuarterlyMean,Mean,36.085210678
2178,679,D24HourMean,QuarterlyMean,Mean,36.557089175
2178,680,D24HourMean,QuarterlyMean,Mean,35.581057412
2178,681,D24HourMean,QuarterlyMean,Mean,37.447935872
2178,682,D24HourMean,QuarterlyMean,Mean,37.03611936
2178,683,D24HourMean,QuarterlyMean,Mean,37.995515459
2178,684,D24HourMean,QuarterlyMean,Mean,36.197890845
2178,685,D24HourMean,QuarterlyMean,Mean,36.01179084
2178,686,D24HourMean,QuarterlyMean,Mean,35.893949189
2178,687,D24HourMean,QuarterlyMean,Mean,33.624866367
2178,688,D24HourMean,QuarterlyMean,Mean,33.073060496
2178,689,D24HourMean,QuarterlyMean,Mean,33.539889781
2178,690,D24HourMean,QuarterlyMean,Mean,33.828622155
2178,691,D24HourMean,QuarterlyMean,Mean,32.78577905
2178,692,D24HourMean,QuarterlyMean,Mean,34.406121036
2178,693,D24HourMean,QuarterlyMean,Mean,35.680811544
2178,694,D24HourMean,QuarterlyMean,Mean,36.026983431
2178,695,D24HourMean,QuarterlyMean,Mean,35.675680067
2178,696,D24HourMean,QuarterlyMean,Mean,34.584032257
2178,697,D24HourMean,QuarterlyMean,Mean,34.04946398
2178,698,D24HourMean,QuarterlyMean,Mean,33.957698836
2178,699,D24HourMean,QuarterlyMean,Mean,33.788403566
2178,700,D24HourMean,QuarterlyMean,Mean,33.422152009
2178,701,D24HourMean,QuarterlyMean,Mean,33.656173614
2178,702,D24HourMean,QuarterlyMean,Mean,33.582520713
2178,703,D24HourMean,QuarterlyMean,Mean,34.535685191
2178,704,D24HourMean,QuarterlyMean,Mean,34.655645705
2179,598,D24HourMean,QuarterlyMean,Mean,13.782886727
2179,599,D24HourMean,QuarterlyMean,Mean,13.50562018
2179,600,D24HourMean,QuarterlyMean,Mean,13.901997201
2179,601,D24HourMean,QuarterlyMean,Mean,14.214306461
2179,602,D24HourMean,QuarterlyMean,Mean,14.017238979
2179,603,D24HourMean,QuarterlyMean,Mean,14.486109657
2179,604,D24HourMean,QuarterlyMean,Mean,14.501226456
2179,605,D24HourMean,QuarterlyMean,Mean,14.967156746
2179,606,D24HourMean,QuarterlyMean,Mean,15.392656382
2179,607,D24HourMean,QuarterlyMean,Mean,15.443946239
2179,608,D24HourMean,QuarterlyMean,Mean,14.933056353
2179,609,D24HourMean,QuarterlyMean,Mean,15.613376923
2179,610,D24HourMean,QuarterlyMean,Mean,15.620473757
2179,611,D24HourMean,QuarterlyMean,Mean,15.922414694
2179,612,D24HourMean,QuarterlyMean,Mean,16.873289222
2179,613,D24HourMean,QuarterlyMean,Mean,17.143133698
2179,614,D24HourMean,QuarterlyMean,Mean,17.906552122
2179,615,D24HourMean,QuarterlyMean,Mean,17.938400039
2179,616,D24HourMean,QuarterlyMean,Mean,18.672819813
2179,617,D24HourMean,QuarterlyMean,Mean,19.235224386
2179,618,D24HourMean,QuarterlyMean,Mean,19.515329747
2179,619,D24HourMean,QuarterlyMean,Mean,20.139005828
2179,620,D24HourMean,QuarterlyMean,Mean,20.284190303
2179,621,D24HourMean,QuarterlyMean,Mean,21.951457487
2179,622,D24HourMean,QuarterlyMean,Mean,21.053799789
2179,623,D24HourMean,QuarterlyMean,Mean,20.171118002
2179,624,D24HourMean,QuarterlyMean,Mean,15.544094111
2179,625,D24HourMean,QuarterlyMean,Mean,24.799527083
2179,626,D24HourMean,QuarterlyMean,Mean,25.775280421
2179,627,D24HourMean,QuarterlyMean,Mean,26.460110081
2179,628,D24HourMean,QuarterlyMean,Mean,26.862764651
2179,629,D24HourMean,QuarterlyMean,Mean,27.91250412
2179,630,D24HourMean,QuarterlyMean,Mean,29.102345472
2179,631,D24HourMean,QuarterlyMean,Mean,29.160433369
2179,632,D24HourMean,QuarterlyMean,Mean,29.4209829
2179,633,D24HourMean,QuarterlyMean,Mean,29.318845884
2179,634,D24HourMean,QuarterlyMean,Mean,30.124763484
2179,635,D24HourMean,QuarterlyMean,Mean,30.972397465
2179,636,D24HourMean,QuarterlyMean,Mean,29.925637518
2179,637,D24HourMean,QuarterlyMean,Mean,30.513116611
2179,638,D24HourMean,QuarterlyMean,Mean,31.055972005
2179,639,D24HourMean,QuarterlyMean,Mean,31.235844016
2179,640,D24HourMean,QuarterlyMean,Mean,32.056432483
2179,641,D24HourMean,QuarterlyMean,Mean,32.431173968
2179,642,D24HourMean,QuarterlyMean,Mean,32.625454384
2179,643,D24HourMean,QuarterlyMean,Mean,32.731014879
2179,644,D24HourMean,QuarterlyMean,Mean,32.580572543
2179,645,D24HourMean,QuarterlyMean,Mean,33.338900424
2179,646,D24HourMean,QuarterlyMean,Mean,32.896541129
2179,647,D24HourMean,QuarterlyMean,Mean,31.531292653
2179,648,D24HourMean,QuarterlyMean,Mean,32.191167267
2179,649,D24HourMean,QuarterlyMean,Mean,36.447142013
2179,650,D24HourMean,QuarterlyMean,Mean,33.59349895
2179,651,D24HourMean,QuarterlyMean,Mean,34.035815148
2179,652,D24HourMean,QuarterlyMean,Mean,34.881292994
2179,653,D24HourMean,QuarterlyMean,Mean,34.914733481
2179,654,D24HourMean,QuarterlyMean,Mean,35.49435112
2179,655,D24HourMean,QuarterlyMean,Mean,34.023079188
2179,656,D24HourMean,QuarterlyMean,Mean,35.356794925
2179,657,D24HourMean,QuarterlyMean,Mean,35.303798964
2179,658,D24HourMean,QuarterlyMean,Mean,34.966684342
2179,659,D24HourMean,QuarterlyMean,Mean,36.333709109
2179,660,D24HourMean,QuarterlyMean,Mean,35.371363075
2179,661,D24HourMean,QuarterlyMean,Mean,35.894901302
2179,662,D24HourMean,QuarterlyMean,Mean,34.298374254
2179,663,D24HourMean,QuarterlyMean,Mean,34.575035789
2179,664,D24HourMean,QuarterlyMean,Mean,34.510162776
2179,665,D24HourMean,QuarterlyMean,Mean,33.072150827
2179,666,D24HourMean,QuarterlyMean,Mean,32.620617193
2179,667,D24HourMean,QuarterlyMean,Mean,31.861145687
2179,668,D24HourMean,QuarterlyMean,Mean,33.782491489
2179,669,D24HourMean,QuarterlyMean,Mean,35.025046445
2179,670,D24HourMean,QuarterlyMean,Mean,35.570706732
2179,671,D24HourMean,QuarterlyMean,Mean,36.825813243
2179,672,D24HourMean,QuarterlyMean,Mean,37.85508903
2179,673,D24HourMean,QuarterlyMean,Mean,36.761435205
2179,674,D24HourMean,QuarterlyMean,Mean,35.438285936
2179,675,D24HourMean,QuarterlyMean,Mean,33.882787623
2179,676,D24HourMean,QuarterlyMean,Mean,34.203262036
2179,677,D24HourMean,QuarterlyMean,Mean,36.238897308
2179,678,D24HourMean,QuarterlyMean,Mean,34.957386334
2179,679,D24HourMean,QuarterlyMean,Mean,36.508433619
2179,680,D24HourMean,QuarterlyMean,Mean,36.922179839
2179,681,D24HourMean,QuarterlyMean,Mean,37.278302798
2179,682,D24HourMean,QuarterlyMean,Mean,38.252999327
2179,683,D24HourMean,QuarterlyMean,Mean,35.984906399
2179,684,D24HourMean,QuarterlyMean,Mean,37.302990069
2179,685,D24HourMean,QuarterlyMean,Mean,36.95863573
2179,686,D24HourMean,QuarterlyMean,Mean,36.102196305
2179,687,D24HourMean,QuarterlyMean,Mean,35.73325163
2179,688,D24HourMean,QuarterlyMean,Mean,35.218862764
2179,689,D24HourMean,QuarterlyMean,Mean,35.330300751
2179,690,D24HourMean,QuarterlyMean,Mean,32.941662045
2179,691,D24HourMean,QuarterlyMean,Mean,31.608488097
2179,692,D24HourMean,QuarterlyMean,Mean,33.185039414
2179,693,D24HourMean,QuarterlyMean,Mean,34.858378927
2179,694,D24HourMean,QuarterlyMean,Mean,35.121458051
2179,695,D24HourMean,QuarterlyMean,Mean,33.812709345
2179,696,D24HourMean,QuarterlyMean,Mean,35.351585896
2179,697,D24HourMean,QuarterlyMean,Mean,34.55385899
2179,698,D24HourMean,QuarterlyMean,Mean,34.056509116
2179,699,D24HourMean,QuarterlyMean,Mean,33.670053737
2179,700,D24HourMean,QuarterlyMean,Mean,33.523719991
2179,701,D24HourMean,QuarterlyMean,Mean,32.47962313
2179,702,D24HourMean,QuarterlyMean,Mean,32.757654145
2179,703,D24HourMean,QuarterlyMean,Mean,33.353355705
2179,704,D24HourMean,QuarterlyMean,Mean,34.518464683
2179,705,D24HourMean,QuarterlyMean,Mean,34.476004925
2179,706,D24HourMean,QuarterlyMean,Mean,35.462413193
2180,598,D24HourMean,QuarterlyMean,Mean,13.594199708
2180,599,D24HourMean,QuarterlyMean,Mean,13.303863788
2180,600,D24HourMean,QuarterlyMean,Mean,14.134696065
2180,601,D24HourMean,QuarterlyMean,Mean,13.933170025
2180,602,D24HourMean,QuarterlyMean,Mean,13.846640981
2180,603,D24HourMean,QuarterlyMean,Mean,14.321677558
2180,604,D24HourMean,QuarterlyMean,Mean,14.998077045
2180,605,D24HourMean,QuarterlyMean,Mean,14.911457435
2180,606,D24HourMean,QuarterlyMean,Mean,15.032255911
2180,607,D24HourMean,QuarterlyMean,Mean,15.276059165
2180,608,D24HourMean,QuarterlyMean,Mean,15.993443071
2180,609,D24HourMean,QuarterlyMean,Mean,16.396792556
2180,610,D24HourMean,QuarterlyMean,Mean,16.19781835
2180,611,D24HourMean,QuarterlyMean,Mean,16.960901684
2180,612,D24HourMean,QuarterlyMean,Mean,17.229766615
2180,613,D24HourMean,QuarterlyMean,Mean,17.354521787
2180,614,D24HourMean,QuarterlyMean,Mean,17.721550249
2180,615,D24HourMean,QuarterlyMean,Mean,18.242080261
2180,616,D24HourMean,QuarterlyMean,Mean,18.805671941
2180,617,D24HourMean,QuarterlyMean,Mean,20.538633743
2180,618,D24HourMean,QuarterlyMean,Mean,21.143409463
2180,619,D24HourMean,QuarterlyMean,Mean,21.363545613
2180,620,D24HourMean,QuarterlyMean,Mean,20.886216189
2180,621,D24HourMean,QuarterlyMean,Mean,21.251727943
2180,622,D24HourMean,QuarterlyMean,Mean,22.713381456
2180,623,D24HourMean,QuarterlyMean,Mean,24.408989517
2180,624,D24HourMean,QuarterlyMean,Mean,22.306590025
2180,625,D24HourMean,QuarterlyMean,Mean,23.645526668
2180,626,D24HourMean,QuarterlyMean,Mean,24.716177928
2180,627,D24HourMean,QuarterlyMean,Mean,25.437337937
2180,628,D24HourMean,QuarterlyMean,Mean,26.870519453
2180,629,D24HourMean,QuarterlyMean,Mean,27.604116922
2180,630,D24HourMean,QuarterlyMean,Mean,29.242340594
2180,631,D24HourMean,QuarterlyMean,Mean,28.945622176
2180,632,D24HourMean,QuarterlyMean,Mean,29.063397712
2180,633,D24HourMean,QuarterlyMean,Mean,28.701763818
2180,634,D24HourMean,QuarterlyMean,Mean,30.75545163
2180,635,D24HourMean,QuarterlyMean,Mean,30.553155766
2180,636,D24HourMean,QuarterlyMean,Mean,29.911202522
2180,637,D24HourMean,QuarterlyMean,Mean,30.359165746
2180,638,D24HourMean,QuarterlyMean,Mean,29.311857285
2180,639,D24HourMean,QuarterlyMean,Mean,30.480026855
2180,640,D24HourMean,QuarterlyMean,Mean,31.154127613
2180,641,D24HourMean,QuarterlyMean,Mean,32.153409611
2180,642,D24HourMean,QuarterlyMean,Mean,32.584723698
2180,643,D24HourMean,QuarterlyMean,Mean,32.258451034
2180,644,D24HourMean,QuarterlyMean,Mean,31.72108014
2180,645,D24HourMean,QuarterlyMean,Mean,34.464500108
2180,646,D24HourMean,QuarterlyMean,Mean,32.826309941
2180,647,D24HourMean,QuarterlyMean,Mean,32.046879324
2180,648,D24HourMean,QuarterlyMean,Mean,31.620962782
2180,649,D24HourMean,QuarterlyMean,Mean,32.574428293
2180,650,D24HourMean,QuarterlyMean,Mean,33.007606817
2180,651,D24HourMean,QuarterlyMean,Mean,32.875827977
2180,652,D24HourMean,QuarterlyMean,Mean,35.063027939
2180,653,D24HourMean,QuarterlyMean,Mean,34.340814273
2180,654,D24HourMean,QuarterlyMean,Mean,35.106080831
2180,655,D24HourMean,QuarterlyMean,Mean,33.616820314
2180,656,D24HourMean,QuarterlyMean,Mean,33.405282949
2180,657,D24HourMean,QuarterlyMean,Mean,34.676236174
2180,658,D24HourMean,QuarterlyMean,Mean,34.712860831
2180,659,D24HourMean,QuarterlyMean,Mean,36.518434917
2180,660,D24HourMean,QuarterlyMean,Mean,36.671238082
2180,661,D24HourMean,QuarterlyMean,Mean,35.891322519
2180,662,D24HourMean,QuarterlyMean,Mean,34.837389983
2180,663,D24HourMean,QuarterlyMean,Mean,35.121302408
2180,664,D24HourMean,QuarterlyMean,Mean,34.396569304
2180,665,D24HourMean,QuarterlyMean,Mean,35.02984219
2180,666,D24HourMean,QuarterlyMean,Mean,35.270937573
2180,667,D24HourMean,QuarterlyMean,Mean,32.94317394
2180,668,D24HourMean,QuarterlyMean,Mean,34.621500406
2180,669,D24HourMean,QuarterlyMean,Mean,34.90301937
2180,670,D24HourMean,QuarterlyMean,Mean,35.175303755
2180,671,D24HourMean,QuarterlyMean,Mean,36.995185098
2180,672,D24HourMean,QuarterlyMean,Mean,37.926311385
2180,673,D24HourMean,QuarterlyMean,Mean,36.648018759
2180,674,D24HourMean,QuarterlyMean,Mean,35.759575482
2180,675,D24HourMean,QuarterlyMean,Mean,34.652388189
2180,676,D24HourMean,QuarterlyMean,Mean,34.297529843
2180,677,D24HourMean,QuarterlyMean,Mean,36.102371517
2180,678,D24HourMean,QuarterlyMean,Mean,35.363313552
2180,679,D24HourMean,QuarterlyMean,Mean,36.946101693
2180,680,D24HourMean,QuarterlyMean,Mean,37.834412059
2180,681,D24HourMean,QuarterlyMean,Mean,37.754800891
2180,682,D24HourMean,QuarterlyMean,Mean,37.041917656
2180,683,D24HourMean,QuarterlyMean,Mean,37.505016886
2180,684,D24HourMean,QuarterlyMean,Mean,39.093609604
2180,685,D24HourMean,QuarterlyMean,Mean,39.225104843
2180,686,D24HourMean,QuarterlyMean,Mean,37.123359061
2180,687,D24HourMean,QuarterlyMean,Mean,37.451601081
2180,688,D24HourMean,QuarterlyMean,Mean,37.330803539
2180,689,D24HourMean,QuarterlyMean,Mean,35.808292026
2180,690,D24HourMean,QuarterlyMean,Mean,33.837166393
2180,691,D24HourMean,QuarterlyMean,Mean,32.514782008
2180,692,D24HourMean,QuarterlyMean,Mean,32.725756563
2180,693,D24HourMean,QuarterlyMean,Mean,34.024862915
2180,694,D24HourMean,QuarterlyMean,Mean,33.739477892
2180,695,D24HourMean,QuarterlyMean,Mean,33.643715505
2180,696,D24HourMean,QuarterlyMean,Mean,33.219991716
2180,697,D24HourMean,QuarterlyMean,Mean,32.919003214
2180,698,D24HourMean,QuarterlyMean,Mean,33.656402708
2180,699,D24HourMean,QuarterlyMean,Mean,33.415303831
2180,700,D24HourMean,QuarterlyMean,Mean,32.31035961
2180,701,D24HourMean,QuarterlyMean,Mean,33.240890727
2180,702,D24HourMean,QuarterlyMean,Mean,32.636971096
2180,703,D24HourMean,QuarterlyMean,Mean,31.272707307
2180,704,D24HourMean,QuarterlyMean,Mean,32.163396763
2180,705,D24HourMean,QuarterlyMean,Mean,33.576076986
2180,706,D24HourMean,QuarterlyMean,Mean,34.113952514
2180,707,D24HourMean,QuarterlyMean,Mean,33.394483593
2181,597,D24HourMean,QuarterlyMean,Mean,13.590842155
2181,598,D24HourMean,QuarterlyMean,Mean,14.121195659
2181,599,D24HourMean,QuarterlyMean,Mean,14.02789591
2181,600,D24HourMean,QuarterlyMean,Mean,13.482795932
2181,601,D24HourMean,QuarterlyMean,Mean,13.552888042
2181,602,D24HourMean,QuarterlyMean,Mean,14.221354671
2181,603,D24HourMean,QuarterlyMean,Mean,14.842618799
2181,604,D24HourMean,QuarterlyMean,Mean,15.12636581
2181,605,D24HourMean,QuarterlyMean,Mean,15.123937523
2181,606,D24HourMean,QuarterlyMean,Mean,15.931146551
2181,607,D24HourMean,QuarterlyMean,Mean,16.096808899
2181,608,D24HourMean,QuarterlyMean,Mean,15.907694567
2181,609,D24HourMean,QuarterlyMean,Mean,15.98744505
2181,610,D24HourMean,QuarterlyMean,Mean,16.518199685
2181,611,D24HourMean,QuarterlyMean,Mean,16.702598049
2181,612,D24HourMean,QuarterlyMean,Mean,17.386394495
2181,613,D24HourMean,QuarterlyMean,Mean,17.660707133
2181,614,D24HourMean,QuarterlyMean,Mean,18.206190131
2181,615,D24HourMean,QuarterlyMean,Mean,19.049607498
2181,616,D24HourMean,QuarterlyMean,Mean,19.568536739
2181,617,D24HourMean,QuarterlyMean,Mean,19.999398538
2181,618,D24HourMean,QuarterlyMean,Mean,20.028202145
2181,619,D24HourMean,QuarterlyMean,Mean,20.694393048
2181,620,D24HourMean,QuarterlyMean,Mean,20.366368699
2181,621,D24HourMean,QuarterlyMean,Mean,21.594056981
2181,622,D24HourMean,QuarterlyMean,Mean,22.238018704
2181,623,D24HourMean,QuarterlyMean,Mean,23.114189184
2181,624,D24HourMean,QuarterlyMean,Mean,25.149027636
2181,625,D24HourMean,QuarterlyMean,Mean,24.574318539
2181,626,D24HourMean,QuarterlyMean,Mean,24.59302695
2181,627,D24HourMean,QuarterlyMean,Mean,25.69922658
2181,628,D24HourMean,QuarterlyMean,Mean,26.096277552
2181,629,D24HourMean,QuarterlyMean,Mean,26.048528941
2181,630,D24HourMean,QuarterlyMean,Mean,27.961771567
2181,631,D24HourMean,QuarterlyMean,Mean,29.574548459
2181,632,D24HourMean,QuarterlyMean,Mean,29.581385963
2181,633,D24HourMean,QuarterlyMean,Mean,29.755601307
2181,634,D24HourMean,QuarterlyMean,Mean,30.857609149
2181,635,D24HourMean,QuarterlyMean,Mean,30.83541459
2181,636,D24HourMean,QuarterlyMean,Mean,31.038357687
2181,637,D24HourMean,QuarterlyMean,Mean,30.825036838
2181,638,D24HourMean,QuarterlyMean,Mean,29.862714951
2181,639,D24HourMean,QuarterlyMean,Mean,30.108642571
2181,640,D24HourMean,QuarterlyMean,Mean,30.1850498
2181,641,D24HourMean,QuarterlyMean,Mean,30.950569221
2181,642,D24HourMean,QuarterlyMean,Mean,32.302478178
